"The requested Wish List doesn't exist.","The requested Wish List doesn't exist."
"We can't create the Wish List right now.","We can't create the Wish List right now."
"To recreate this wishlist in other browsers please use following link","To recreate this wishlist in other browsers please use following link"
MageSuite,MageSuite
"Guest Wishlist","Guest Wishlist"
General,General
"Guest wishlist cookie lifetime (minutes)","Guest wishlist cookie lifetime (minutes)"
